Instructions,FullBranches,PartialBranches,NumBranches,UserTime,NumStates,MallocUsage,NumQueries,NumQueryConstructs,WallTime,CoveredInstructions,UncoveredInstructions,QueryTime,SolverTime,CexCacheTime
32897731,178,407,1405,167885817.0,17310,294778472,7782,443400,187673400.0,8021,12027,129893919,145968886,140648059
33505665,178,407,1405,168706985.0,17624,299290096,7782,443400,188673401.0,8021,12027,129893919,146055785,140666740
34045398,178,407,1405,169603722.0,17821,305697984,7787,445549,189679889.0,8021,12027,130065395,146397327,140929828
34577794,178,407,1405,170476196.0,18167,309963776,7793,447212,190680959.0,8021,12027,130226527,146681382,141126513
35258674,178,407,1405,171399459.0,18729,314890776,7794,447267,191685349.0,8021,12027,130246967,146835058,141164155
36033492,178,407,1405,172234443.0,19357,322810344,7797,447375,192685346.0,8021,12027,130292949,146995089,141223214
36330358,178,407,1405,174209074.0,19469,324771152,7895,448748,194922555.0,8021,12027,131934260,148796382,142955780
36402976,178,409,1405,175676968.0,19520,325636904,7993,450994,196550967.0,8031,12017,133395808,150358260,144505140
37134825,178,409,1405,176558701.0,19880,333862752,8003,451414,197558405.0,8032,12016,133557538,150615362,144689258
37973559,178,409,1405,177414819.0,20331,339855384,8007,451520,198562537.0,8032,12016,133615052,150789088,144764306
38554216,178,409,1405,179828920.0,20551,340515368,8103,453103,201300901.0,8032,12016,135385722,152772826,146654702
39187887,178,409,1405,180694033.0,20856,347823896,8110,454136,202301674.0,8037,12011,135554441,153035517,146848317
39837543,178,409,1405,181616348.0,21215,349257592,8124,454431,203301693.0,8037,12011,135800484,153354641,147116061
40449161,178,409,1405,182441963.0,21555,353861640,8129,454592,204301701.0,8037,12011,135913783,153591408,147252489
41047378,178,409,1405,183226424.0,21878,360954840,8131,454708,205304027.0,8037,12011,135976152,153803890,147346611
41695367,178,409,1405,183971561.0,22222,365835496,8131,454708,206304533.0,8037,12011,135976152,153921046,147359582
42288041,178,409,1405,184810084.0,22520,370208696,8131,454708,207304480.0,8037,12011,135976152,154061738,147378900
42702802,179,408,1405,185729519.0,22823,374066240,8140,456357,208308184.0,8039,12009,136218698,154418465,147659575
43381750,179,408,1405,186605049.0,23197,378930248,8145,456494,209308425.0,8039,12009,136310381,154618092,147769064
43915635,179,408,1405,187137830.0,23572,384551632,8150,456908,210308441.0,8039,12009,136435625,154873771,147931759
43935092,179,408,1405,188698239.0,23571,381696088,8245,458238,212581699.0,8039,12009,138566448,157114970,150161854
44602338,179,408,1405,189221763.0,23863,388991744,8249,459168,213581754.0,8039,12009,138635372,157275689,150249604
45129174,179,408,1405,189808693.0,24084,391808072,8261,459413,214581835.0,8039,12009,138924143,157656013,150566201
45658787,179,408,1405,191792978.0,24295,395163424,8361,465027,217610334.0,8039,12009,141002182,160001343,152829427
46216370,179,408,1405,192359345.0,24593,399108928,8367,465251,218611022.0,8039,12009,141120524,160244359,152971949
46868873,179,408,1405,193105939.0,24914,403644600,8367,465251,219611042.0,8039,12009,141120524,160364568,152979227
47334600,179,408,1405,193901098.0,25238,408041016,8378,465689,220611778.0,8039,12009,141356087,160707922,153248684
47886634,179,408,1405,194729383.0,25590,410259640,8379,466124,221611785.0,8039,12009,141437743,160888062,153355208
48449568,179,408,1405,195504582.0,25896,414908608,8380,466138,222612039.0,8039,12009,141469113,161056158,153396314
48921046,179,408,1405,198543417.0,26156,421252024,8482,468680,226238474.0,8039,12009,144215212,164095540,156366518
49506988,181,406,1405,199360606.0,26509,425727232,8491,468954,227264641.0,8043,12005,144405971,164393707,156585933
50260772,181,406,1405,200247450.0,26788,429703272,8496,469364,228264651.0,8043,12005,144500640,164603940,156704891
50824356,181,406,1405,201105063.0,27134,434084808,8506,469593,229264658.0,8043,12005,144669208,164876924,156901368
51302958,181,406,1405,202348598.0,27419,438100376,8549,477247,230726716.0,8043,12005,145453841,165853150,157805964
51930721,181,406,1405,203204014.0,27814,443585680,8549,477247,231726694.0,8043,12005,145453841,165999205,157815043
52032989,181,406,1405,204764171.0,27897,444773624,8637,479327,233432224.0,8043,12005,146911831,167597119,159383618
52033194,181,406,1405,206297673.0,27898,444836200,8725,481407,235027807.0,8043,12005,148389549,169190611,160966983
52777813,181,406,1405,207166422.0,28405,451137552,8725,481407,236028064.0,8043,12005,148389549,169354430,160978336
53092348,181,406,1405,209088413.0,28662,451299272,8818,482709,238070340.0,8043,12005,149914257,171024879,162589933
53696330,181,406,1405,209923199.0,29045,455883216,8824,483045,239070331.0,8043,12005,150051258,171270815,162749488
54290615,181,406,1405,210783277.0,29430,461064088,8824,483045,240073466.0,8043,12005,150051258,171402310,162766329
54891145,181,406,1405,212889623.0,29793,469889136,8902,484449,242424899.0,8043,12005,151360278,172962661,164186052
55705195,181,406,1405,213785484.0,30301,476843016,8906,484627,243437725.0,8043,12005,151432267,173135458,164279340
56342702,181,406,1405,214629947.0,30664,481951344,8914,484802,244440731.0,8043,12005,151568364,173408140,164439389
56921905,181,406,1405,215517534.0,30972,486779232,8918,484892,245447942.0,8043,12005,151649922,173646434,164533788
57593941,181,406,1405,216392338.0,31380,491726440,8922,484991,246447922.0,8043,12005,151777771,173878725,164682092
58379835,181,406,1405,217285062.0,31947,498487584,8922,484991,247447928.0,8043,12005,151777771,174013741,164705256
59038393,181,406,1405,218197003.0,32290,500031832,8934,485285,248447926.0,8043,12005,151971181,174305329,164927789
59733563,181,406,1405,219082121.0,32675,508696008,8942,485448,249457899.0,8043,12005,152078879,174540419,165051042
59789114,181,406,1405,219258389.0,32706,509017512,8942,485448,270472515.0,8043,12005,152078879,174544346,165052321
60312542,181,406,1405,220025389.0,33002,513057336,8946,485706,271472530.0,8043,12005,152160073,174741807,165155751
60667803,181,406,1405,221037156.0,33281,513110952,8965,487614,272594286.0,8043,12005,152745415,175457828,165816347
60668005,181,406,1405,223452173.0,33281,516568312,9071,501721,275710129.0,8043,12005,155397648,178569958,168914204
60668207,181,406,1405,225424416.0,33281,516836664,9177,518266,278860812.0,8043,12005,158059792,181718390,172049817
60668409,181,406,1405,228028555.0,33281,517120824,9283,537249,281987403.0,8043,12005,160620214,184841772,175159228
60668611,181,406,1405,231035469.0,33281,517414792,9389,558670,285009484.0,8043,12005,162976089,187721792,178024676
61385505,181,406,1405,232030491.0,33726,520096880,9394,559396,286009736.0,8043,12005,163125409,188018590,178216500
62179682,181,406,1405,233024515.0,34115,528197832,9402,559595,287011030.0,8043,12005,163261964,188284059,178377457
62963062,181,406,1405,233974054.0,34550,534581152,9406,559696,288011012.0,8043,12005,163332016,188512072,178471630
63603130,181,406,1405,234831344.0,34977,540121312,9411,561132,289011368.0,8043,12005,163519344,188858327,178712230
63978017,181,406,1405,235422274.0,35095,541748544,9415,562086,330479619.0,8043,12005,163620462,189055758,178836545
64510519,181,406,1405,236269518.0,35478,543264224,9417,562204,331499810.0,8043,12005,163683609,189242437,178914235
65199494,181,406,1405,237198120.0,35900,552230472,9423,562396,332500343.0,8043,12005,163795000,189511578,179054765
65243117,181,406,1405,239076619.0,35937,549952744,9517,563712,334547509.0,8043,12005,165675492,191505405,181034470
65918056,181,406,1405,239965442.0,36408,556439720,9522,564863,335547501.0,8043,12005,165825358,191785450,181219364
66721583,181,406,1405,240875795.0,36878,562909088,9524,564891,336568351.0,8043,12005,165876310,191936917,181281736
66741987,181,406,1405,243145046.0,36884,566175880,9626,567308,339090635.0,8043,12005,168164313,194434840,183754777
67310814,181,406,1405,244041681.0,37257,571134952,9634,567475,340090668.0,8043,12005,168366109,194755942,183977598
67552589,181,406,1405,244400968.0,37354,572602544,9634,567475,350300022.0,8043,12005,168366109,194809782,183987324
67763657,181,406,1405,244957186.0,37473,571536568,9635,567910,351299986.0,8043,12005,168494489,195047523,184155303
67850138,181,406,1405,245638543.0,37513,575388000,9667,575399,352444766.0,8043,12005,169361968,196045747,185127517
68258111,181,406,1405,246193425.0,37814,579340056,9673,577436,353471652.0,8043,12005,169623671,196426606,185442038
68575280,181,406,1405,246661567.0,37993,581615112,9676,578409,354492419.0,8043,12005,169734390,196695771,185625677
69031985,181,406,1405,247153925.0,38261,585469448,9677,578717,355492428.0,8043,12005,169766204,196870154,185692694
69584679,181,406,1405,247695471.0,38642,589948504,9677,579033,356492845.0,8043,12005,169766204,196998410,185706710
70116025,181,406,1405,248501342.0,39007,591914088,9678,579047,357492857.0,8043,12005,169793991,197138860,185749468
70718484,181,406,1405,249387292.0,39388,599687424,9684,579288,358492890.0,8043,12005,169910581,197404368,185884877
71338262,181,406,1405,250216489.0,39727,604329736,9684,579288,359492866.0,8043,12005,169910581,197571692,185904231
72084603,181,406,1405,251080721.0,40114,609521848,9684,579288,360492883.0,8043,12005,169910581,197696149,185920041
72591363,181,406,1405,251907610.0,40367,613046536,9688,579349,361492874.0,8043,12005,170005370,197884130,186035371
73187481,181,406,1405,252730171.0,40814,615764880,9693,579679,362494156.0,8043,12005,170094488,198117971,186153926
73821251,181,406,1405,253533802.0,41316,625390800,9696,579717,363512896.0,8043,12005,170139534,198319534,186220131
74346801,181,406,1405,254327950.0,41615,630639216,9699,581045,364512901.0,8043,12005,170294403,198607234,186432682
74836937,181,406,1405,255113894.0,41946,634640848,9702,581100,365512961.0,8043,12005,170370310,198838843,186547452
75345720,181,406,1405,255823003.0,42323,640186032,9702,581100,366512980.0,8043,12005,170370310,198987181,186562348
75523404,181,406,1405,257789991.0,42410,641504232,9794,583977,368970005.0,8043,12005,172393562,201230380,188742361
76123896,182,405,1405,258711013.0,42790,643261832,9797,584039,369979800.0,8049,11999,172474517,201471262,188854118
76647719,182,405,1405,259383108.0,43160,650846184,9798,584068,370979790.0,8049,11999,172494172,201682792,188909998
77077620,182,405,1405,260164273.0,43384,654518448,9801,585396,371979780.0,8049,11999,172608533,201979500,189080044
77708750,182,405,1405,260985931.0,43707,659105648,9801,585396,372980655.0,8049,11999,172608533,202163880,189106288
78317534,182,405,1405,261801722.0,44234,662629216,9802,585418,373980652.0,8049,11999,172640519,202328301,189161268
78869930,182,405,1405,262558230.0,44487,666339072,9802,585418,374980659.0,8049,11999,172640519,202478630,189190499
79504937,182,405,1405,263315285.0,44943,671942792,9802,585418,375980650.0,8049,11999,172640519,202613099,189207340
80135622,182,405,1405,264135565.0,45280,676333776,9803,585639,376980670.0,8049,11999,172668456,202777489,189253522
80242136,182,405,1405,266264709.0,45354,680498128,9896,588536,379494571.0,8049,11999,174811114,205143122,191572927
80786538,182,405,1405,267120045.0,45725,686256080,9897,589049,380494561.0,8049,11999,174842766,205317078,191626383
81372212,183,410,1405,267915527.0,46092,687979224,9900,589168,381531323.0,8142,11906,174914121,205512024,191707958
81963684,183,410,1405,268747954.0,46502,696303176,9901,589276,382531319.0,8142,11906,174947918,205697997,191756113
82378594,183,410,1405,271327496.0,46811,700166680,9992,595049,385445442.0,8142,11906,176918010,208004341,193932998
82981726,183,410,1405,272154401.0,47209,704861576,10002,595276,386448274.0,8142,11906,177128186,208351061,194163819
83473008,183,410,1405,272827221.0,47472,708702152,10002,595276,387448419.0,8142,11906,177128186,208455566,194172978
83991709,183,410,1405,273583271.0,47858,711143264,10004,595766,388448473.0,8142,11906,177219067,208700788,194303002
84611232,183,410,1405,274349240.0,48238,718674512,10010,596098,389448473.0,8142,11906,177347048,208935997,194452769
84633424,183,410,1405,277884314.0,48237,719159872,10133,611393,393594602.0,8142,11906,180901034,213054049,198546816
84633626,183,410,1405,280654658.0,48237,719373808,10239,627726,396738009.0,8142,11906,183369905,215964409,201444610
84633828,183,410,1405,282065504.0,48237,716207616,10343,629486,399155869.0,8142,11906,185620954,218365123,203832014
85165627,183,410,1405,282779367.0,48663,724226688,10347,630245,400155861.0,8142,11906,185714298,218608582,203951238
85592135,183,410,1405,283545442.0,48978,728570840,10350,631573,401156007.0,8142,11906,185923507,218964090,204239383
86155450,183,410,1405,284461334.0,49387,730326584,10351,631628,402155901.0,8142,11906,185953186,219138847,204287851
86799843,183,410,1405,285296199.0,49835,736109736,10351,631628,403155885.0,8142,11906,185953186,219310582,204303288
87413689,183,410,1405,286122741.0,50245,741455224,10352,631683,404156446.0,8142,11906,185975307,219492839,204367263
87787080,183,410,1405,287004549.0,50495,747537152,10357,633832,405156455.0,8142,11906,186202476,219896987,204698779
88462436,183,410,1405,287863784.0,50986,750416216,10358,633848,406156510.0,8142,11906,186222209,220102306,204741852
89075827,183,410,1405,288611640.0,51411,756304560,10358,633848,407156755.0,8142,11906,186222209,220237957,204756719
89752066,183,410,1405,289312133.0,51805,761091904,10358,633848,408159113.0,8142,11906,186222209,220374767,204772558
90379596,183,410,1405,290082754.0,52223,766689872,10359,633862,409160037.0,8142,11906,186252121,220549726,204813039
91031071,183,410,1405,290907498.0,52709,772705280,10359,633862,410160030.0,8142,11906,186252121,220706308,204825060
91600073,183,410,1405,291710536.0,53025,777126816,10360,633876,411160067.0,8142,11906,186283569,220863248,204876881
